First Name,Last Name,Email,Phone,Company,City,County,State,Country,Priority,Email_Valid,Tags,Notes,Source
Thomas,Martinez,thomas.martinez@example.com,+1 (360) 748-8130,Martinez Education,Pflugerville,Travis County,TX,US,C,Yes,"County_Lead, Education","Pop: 1,291,000, Seat: Austin",County_Aware_Scraper
Patricia,Rodriguez,patricia.rodriguez@example.com,+1 (541) 905-7598,Rodriguez Finance,Allen,Collin County,TX,US,C,Yes,"County_Lead, Finance","Pop: 1,065,000, Seat: McKinney",County_Aware_Scraper
William,Williams,william.williams@example.com,+1 (937) 900-9687,Williams Real Estate,Allen,Collin County,TX,US,C,Yes,"County_Lead, Real Estate","Pop: 1,065,000, Seat: McKinney",County_Aware_Scraper
Linda,Williams,linda.williams@example.com,+1 (368) 950-8376,Williams Healthcare,Allen,Collin County,TX,US,C,Yes,"County_Lead, Healthcare","Pop: 1,065,000, Seat: McKinney",County_Aware_Scraper
Jessica,Brown,jessica.brown@example.com,+1 (449) 802-4532,Brown Construction,Allen,Collin County,TX,US,C,Yes,"County_Lead, Construction","Pop: 1,065,000, Seat: McKinney",County_Aware_Scraper
Barbara,Miller,barbara.miller@example.com,+1 (861) 976-2132,Miller Education,Plano,Collin County,TX,US,C,Yes,"County_Lead, Education","Pop: 1,065,000, Seat: McKinney",County_Aware_Scraper
David,Brown,david.brown@example.com,+1 (633) 201-1765,Brown Healthcare,McKinney,Collin County,TX,US,C,Yes,"County_Lead, Healthcare","Pop: 1,065,000, Seat: McKinney",County_Aware_Scraper
Patricia,Martinez,patricia.martinez@example.com,+1 (682) 414-1366,Martinez Real Estate,Frisco,Collin County,TX,US,C,Yes,"County_Lead, Real Estate","Pop: 1,065,000, Seat: McKinney",County_Aware_Scraper
John,Martinez,john.martinez@example.com,+1 (846) 969-4329,Martinez Real Estate,Frisco,Collin County,TX,US,C,Yes,"County_Lead, Real Estate","Pop: 1,065,000, Seat: McKinney",County_Aware_Scraper
Sarah,Williams,sarah.williams@example.com,+1 (971) 119-5589,Williams Real Estate,Allen,Collin County,TX,US,C,Yes,"County_Lead, Real Estate","Pop: 1,065,000, Seat: McKinney",County_Aware_Scraper
Michael,Rodriguez,michael.rodriguez@example.com,+1 (764) 954-7570,Rodriguez Manufacturing,Allen,Collin County,TX,US,C,Yes,"County_Lead, Manufacturing","Pop: 1,065,000, Seat: McKinney",County_Aware_Scraper
Barbara,Martinez,barbara.martinez@example.com,+1 (437) 797-4156,Martinez Real Estate,Miami Beach,Miami-Dade County,FL,US,C,Yes,"County_Lead, Real Estate","Pop: 2,688,000, Seat: Miami",County_Aware_Scraper
Robert,Garcia,robert.garcia@example.com,+1 (780) 967-3659,Garcia Retail,Miami Beach,Miami-Dade County,FL,US,C,Yes,"County_Lead, Retail","Pop: 2,688,000, Seat: Miami",County_Aware_Scraper
Barbara,Garcia,barbara.garcia@example.com,+1 (273) 829-2922,Garcia Hospitality,Miami,Miami-Dade County,FL,US,C,Yes,"County_Lead, Hospitality","Pop: 2,688,000, Seat: Miami",County_Aware_Scraper
Robert,Davis,robert.davis@example.com,+1 (403) 342-3715,Davis Real Estate,Coral Gables,Miami-Dade County,FL,US,C,Yes,"County_Lead, Real Estate","Pop: 2,688,000, Seat: Miami",County_Aware_Scraper
Karen,Garcia,karen.garcia@example.com,+1 (986) 144-9113,Garcia Real Estate,Coral Gables,Miami-Dade County,FL,US,C,Yes,"County_Lead, Real Estate","Pop: 2,688,000, Seat: Miami",County_Aware_Scraper
James,Garcia,james.garcia@example.com,+1 (440) 579-5371,Garcia Technology,Hialeah,Miami-Dade County,FL,US,C,Yes,"County_Lead, Technology","Pop: 2,688,000, Seat: Miami",County_Aware_Scraper
Charles,Johnson,charles.johnson@example.com,+1 (360) 641-2496,Johnson Construction,Miami,Miami-Dade County,FL,US,C,Yes,"County_Lead, Construction","Pop: 2,688,000, Seat: Miami",County_Aware_Scraper
Robert,Rodriguez,robert.rodriguez@example.com,+1 (255) 437-1766,Rodriguez Professional Services,Miami Beach,Miami-Dade County,FL,US,C,Yes,"County_Lead, Professional Services","Pop: 2,688,000, Seat: Miami",County_Aware_Scraper
Susan,Williams,susan.williams@example.com,+1 (982) 646-4357,Williams Real Estate,Hialeah,Miami-Dade County,FL,US,C,Yes,"County_Lead, Real Estate","Pop: 2,688,000, Seat: Miami",County_Aware_Scraper
David,Jones,david.jones@example.com,+1 (291) 558-9808,Jones Finance,Coral Gables,Miami-Dade County,FL,US,C,Yes,"County_Lead, Finance","Pop: 2,688,000, Seat: Miami",County_Aware_Scraper
Karen,Brown,karen.brown@example.com,+1 (389) 768-9893,Brown Construction,Fort Lauderdale,Broward County,FL,US,C,Yes,"County_Lead, Construction","Pop: 1,953,000, Seat: Fort Lauderdale",County_Aware_Scraper
James,Brown,james.brown@example.com,+1 (843) 967-2031,Brown Finance,Fort Lauderdale,Broward County,FL,US,C,Yes,"County_Lead, Finance","Pop: 1,953,000, Seat: Fort Lauderdale",County_Aware_Scraper
James,Rodriguez,james.rodriguez@example.com,+1 (667) 253-7067,Rodriguez Professional Services,Fort Lauderdale,Broward County,FL,US,C,Yes,"County_Lead, Professional Services","Pop: 1,953,000, Seat: Fort Lauderdale",County_Aware_Scraper
John,Rodriguez,john.rodriguez@example.com,+1 (865) 712-4205,Rodriguez Professional Services,Hollywood,Broward County,FL,US,C,Yes,"County_Lead, Professional Services","Pop: 1,953,000, Seat: Fort Lauderdale",County_Aware_Scraper
Sarah,Johnson,sarah.johnson@example.com,+1 (459) 523-6032,Johnson Technology,Fort Lauderdale,Broward County,FL,US,C,Yes,"County_Lead, Technology","Pop: 1,953,000, Seat: Fort Lauderdale",County_Aware_Scraper
Robert,Garcia,robert.garcia@example.com,+1 (275) 144-6040,Garcia Manufacturing,Hollywood,Broward County,FL,US,C,Yes,"County_Lead, Manufacturing","Pop: 1,953,000, Seat: Fort Lauderdale",County_Aware_Scraper
Susan,Miller,susan.miller@example.com,+1 (353) 911-9647,Miller Finance,Fort Lauderdale,Broward County,FL,US,C,Yes,"County_Lead, Finance","Pop: 1,953,000, Seat: Fort Lauderdale",County_Aware_Scraper
Richard,Garcia,richard.garcia@example.com,+1 (797) 183-8357,Garcia Healthcare,Fort Lauderdale,Broward County,FL,US,C,Yes,"County_Lead, Healthcare","Pop: 1,953,000, Seat: Fort Lauderdale",County_Aware_Scraper
Joseph,Garcia,joseph.garcia@example.com,+1 (759) 112-5348,Garcia Real Estate,Hollywood,Broward County,FL,US,C,Yes,"County_Lead, Real Estate","Pop: 1,953,000, Seat: Fort Lauderdale",County_Aware_Scraper
Robert,Rodriguez,robert.rodriguez@example.com,+1 (556) 275-5360,Rodriguez Construction,Pembroke Pines,Broward County,FL,US,C,Yes,"County_Lead, Construction","Pop: 1,953,000, Seat: Fort Lauderdale",County_Aware_Scraper
Jessica,Smith,jessica.smith@example.com,+1 (244) 509-8418,Smith Retail,Palm Beach,Palm Beach County,FL,US,C,Yes,"County_Lead, Retail","Pop: 1,499,000, Seat: West Palm Beach",County_Aware_Scraper
Jessica,Miller,jessica.miller@example.com,+1 (394) 846-4489,Miller Education,Boca Raton,Palm Beach County,FL,US,C,Yes,"County_Lead, Education","Pop: 1,499,000, Seat: West Palm Beach",County_Aware_Scraper
Karen,Miller,karen.miller@example.com,+1 (977) 403-9823,Miller Real Estate,Palm Beach,Palm Beach County,FL,US,C,Yes,"County_Lead, Real Estate","Pop: 1,499,000, Seat: West Palm Beach",County_Aware_Scraper
Patricia,Jones,patricia.jones@example.com,+1 (529) 210-7172,Jones Finance,West Palm Beach,Palm Beach County,FL,US,C,Yes,"County_Lead, Finance","Pop: 1,499,000, Seat: West Palm Beach",County_Aware_Scraper
Jennifer,Brown,jennifer.brown@example.com,+1 (388) 534-4186,Brown Retail,Palm Beach,Palm Beach County,FL,US,C,Yes,"County_Lead, Retail","Pop: 1,499,000, Seat: West Palm Beach",County_Aware_Scraper
Thomas,Miller,thomas.miller@example.com,+1 (941) 660-9178,Miller Finance,West Palm Beach,Palm Beach County,FL,US,C,Yes,"County_Lead, Finance","Pop: 1,499,000, Seat: West Palm Beach",County_Aware_Scraper
John,Miller,john.miller@example.com,+1 (750) 332-7450,Miller Manufacturing,Boca Raton,Palm Beach County,FL,US,C,Yes,"County_Lead, Manufacturing","Pop: 1,499,000, Seat: West Palm Beach",County_Aware_Scraper
John,Brown,john.brown@example.com,+1 (223) 776-2395,Brown Professional Services,Boca Raton,Palm Beach County,FL,US,C,Yes,"County_Lead, Professional Services","Pop: 1,499,000, Seat: West Palm Beach",County_Aware_Scraper
Patricia,Miller,patricia.miller@example.com,+1 (745) 420-9762,Miller Healthcare,Boca Raton,Palm Beach County,FL,US,C,Yes,"County_Lead, Healthcare","Pop: 1,499,000, Seat: West Palm Beach",County_Aware_Scraper
Charles,Rodriguez,charles.rodriguez@example.com,+1 (645) 672-2618,Rodriguez Real Estate,Boca Raton,Palm Beach County,FL,US,C,Yes,"County_Lead, Real Estate","Pop: 1,499,000, Seat: West Palm Beach",County_Aware_Scraper
Karen,Martinez,karen.martinez@example.com,+1 (953) 857-2697,Martinez Manufacturing,Tampa,Hillsborough County,FL,US,C,Yes,"County_Lead, Manufacturing","Pop: 1,478,000, Seat: Tampa",County_Aware_Scraper
Thomas,Jones,thomas.jones@example.com,+1 (359) 531-4086,Jones Real Estate,Tampa,Hillsborough County,FL,US,C,Yes,"County_Lead, Real Estate","Pop: 1,478,000, Seat: Tampa",County_Aware_Scraper
Richard,Rodriguez,richard.rodriguez@example.com,+1 (507) 584-4875,Rodriguez Construction,Tampa,Hillsborough County,FL,US,C,Yes,"County_Lead, Construction","Pop: 1,478,000, Seat: Tampa",County_Aware_Scraper
Linda,Brown,linda.brown@example.com,+1 (424) 518-2016,Brown Healthcare,Tampa,Hillsborough County,FL,US,C,Yes,"County_Lead, Healthcare","Pop: 1,478,000, Seat: Tampa",County_Aware_Scraper
Richard,Rodriguez,richard.rodriguez@example.com,+1 (355) 586-8789,Rodriguez Education,Plant City,Hillsborough County,FL,US,C,Yes,"County_Lead, Education","Pop: 1,478,000, Seat: Tampa",County_Aware_Scraper
Linda,Williams,linda.williams@example.com,+1 (827) 786-6929,Williams Manufacturing,Tampa,Hillsborough County,FL,US,C,Yes,"County_Lead, Manufacturing","Pop: 1,478,000, Seat: Tampa",County_Aware_Scraper
John,Rodriguez,john.rodriguez@example.com,+1 (523) 649-8758,Rodriguez Finance,Brandon,Hillsborough County,FL,US,C,Yes,"County_Lead, Finance","Pop: 1,478,000, Seat: Tampa",County_Aware_Scraper
David,Davis,david.davis@example.com,+1 (735) 784-7468,Davis Finance,Plant City,Hillsborough County,FL,US,C,Yes,"County_Lead, Finance","Pop: 1,478,000, Seat: Tampa",County_Aware_Scraper
Mary,Martinez,mary.martinez@example.com,+1 (265) 734-1241,Martinez Education,Plant City,Hillsborough County,FL,US,C,Yes,"County_Lead, Education","Pop: 1,478,000, Seat: Tampa",County_Aware_Scraper
Patricia,Martinez,patricia.martinez@example.com,+1 (326) 220-8045,Martinez Hospitality,Plant City,Hillsborough County,FL,US,C,Yes,"County_Lead, Hospitality","Pop: 1,478,000, Seat: Tampa",County_Aware_Scraper
Jennifer,Smith,jennifer.smith@example.com,+1 (849) 698-5412,Smith Professional Services,Kissimmee,Orange County,FL,US,C,Yes,"County_Lead, Professional Services","Pop: 1,431,000, Seat: Orlando",County_Aware_Scraper
Patricia,Rodriguez,patricia.rodriguez@example.com,+1 (218) 267-8241,Rodriguez Finance,Kissimmee,Orange County,FL,US,C,Yes,"County_Lead, Finance","Pop: 1,431,000, Seat: Orlando",County_Aware_Scraper
Sarah,Davis,sarah.davis@example.com,+1 (379) 594-1155,Davis Finance,Winter Park,Orange County,FL,US,C,Yes,"County_Lead, Finance","Pop: 1,431,000, Seat: Orlando",County_Aware_Scraper
Robert,Jones,robert.jones@example.com,+1 (592) 763-1144,Jones Real Estate,Orlando,Orange County,FL,US,C,Yes,"County_Lead, Real Estate","Pop: 1,431,000, Seat: Orlando",County_Aware_Scraper
Barbara,Smith,barbara.smith@example.com,+1 (311) 456-2211,Smith Education,Kissimmee,Orange County,FL,US,C,Yes,"County_Lead, Education","Pop: 1,431,000, Seat: Orlando",County_Aware_Scraper
Michael,Miller,michael.miller@example.com,+1 (272) 429-8193,Miller Retail,Kissimmee,Orange County,FL,US,C,Yes,"County_Lead, Retail","Pop: 1,431,000, Seat: Orlando",County_Aware_Scraper
John,Martinez,john.martinez@example.com,+1 (894) 353-9486,Martinez Professional Services,Kissimmee,Orange County,FL,US,C,Yes,"County_Lead, Professional Services","Pop: 1,431,000, Seat: Orlando",County_Aware_Scraper
Elizabeth,Williams,elizabeth.williams@example.com,+1 (575) 932-8501,Williams Technology,Winter Park,Orange County,FL,US,C,Yes,"County_Lead, Technology","Pop: 1,431,000, Seat: Orlando",County_Aware_Scraper
Charles,Jones,charles.jones@example.com,+1 (497) 329-6622,Jones Education,Orlando,Orange County,FL,US,C,Yes,"County_Lead, Education","Pop: 1,431,000, Seat: Orlando",County_Aware_Scraper
Elizabeth,Rodriguez,elizabeth.rodriguez@example.com,+1 (270) 250-9984,Rodriguez Hospitality,Winter Park,Orange County,FL,US,C,Yes,"County_Lead, Hospitality","Pop: 1,431,000, Seat: Orlando",County_Aware_Scraper
Patricia,Martinez,patricia.martinez@example.com,+1 (302) 352-4733,Martinez Real Estate,Brooklyn,Kings County,NY,US,C,Yes,"County_Lead, Real Estate","Pop: 2,592,000, Seat: Brooklyn",County_Aware_Scraper
Elizabeth,Smith,elizabeth.smith@example.com,+1 (574) 379-1043,Smith Construction,Brooklyn,Kings County,NY,US,C,Yes,"County_Lead, Construction","Pop: 2,592,000, Seat: Brooklyn",County_Aware_Scraper
David,Jones,david.jones@example.com,+1 (484) 241-3212,Jones Hospitality,Brooklyn,Kings County,NY,US,C,Yes,"County_Lead, Hospitality","Pop: 2,592,000, Seat: Brooklyn",County_Aware_Scraper
Joseph,Rodriguez,joseph.rodriguez@example.com,+1 (715) 159-9997,Rodriguez Technology,Brooklyn,Kings County,NY,US,C,Yes,"County_Lead, Technology","Pop: 2,592,000, Seat: Brooklyn",County_Aware_Scraper
Jennifer,Brown,jennifer.brown@example.com,+1 (636) 254-9934,Brown Real Estate,Brooklyn,Kings County,NY,US,C,Yes,"County_Lead, Real Estate","Pop: 2,592,000, Seat: Brooklyn",County_Aware_Scraper
William,Garcia,william.garcia@example.com,+1 (366) 640-7601,Garcia Construction,Brooklyn,Kings County,NY,US,C,Yes,"County_Lead, Construction","Pop: 2,592,000, Seat: Brooklyn",County_Aware_Scraper
Thomas,Johnson,thomas.johnson@example.com,+1 (998) 422-1963,Johnson Real Estate,Brooklyn,Kings County,NY,US,C,Yes,"County_Lead, Real Estate","Pop: 2,592,000, Seat: Brooklyn",County_Aware_Scraper
Karen,Johnson,karen.johnson@example.com,+1 (338) 407-3193,Johnson Construction,Brooklyn,Kings County,NY,US,C,Yes,"County_Lead, Construction","Pop: 2,592,000, Seat: Brooklyn",County_Aware_Scraper
Michael,Johnson,michael.johnson@example.com,+1 (222) 438-8790,Johnson Finance,Brooklyn,Kings County,NY,US,C,Yes,"County_Lead, Finance","Pop: 2,592,000, Seat: Brooklyn",County_Aware_Scraper
Robert,Rodriguez,robert.rodriguez@example.com,+1 (293) 522-3511,Rodriguez Hospitality,Brooklyn,Kings County,NY,US,C,Yes,"County_Lead, Hospitality","Pop: 2,592,000, Seat: Brooklyn",County_Aware_Scraper
Linda,Smith,linda.smith@example.com,+1 (250) 670-4306,Smith Construction,Queens,Queens County,NY,US,C,Yes,"County_Lead, Construction","Pop: 2,328,000, Seat: Queens",County_Aware_Scraper
Susan,Johnson,susan.johnson@example.com,+1 (413) 850-3867,Johnson Technology,Jamaica,Queens County,NY,US,C,Yes,"County_Lead, Technology","Pop: 2,328,000, Seat: Queens",County_Aware_Scraper
Robert,Williams,robert.williams@example.com,+1 (937) 800-7096,Williams Retail,Queens,Queens County,NY,US,C,Yes,"County_Lead, Retail","Pop: 2,328,000, Seat: Queens",County_Aware_Scraper
Charles,Rodriguez,charles.rodriguez@example.com,+1 (781) 281-4245,Rodriguez Manufacturing,Queens,Queens County,NY,US,C,Yes,"County_Lead, Manufacturing","Pop: 2,328,000, Seat: Queens",County_Aware_Scraper
Susan,Johnson,susan.johnson@example.com,+1 (901) 619-1786,Johnson Retail,Flushing,Queens County,NY,US,C,Yes,"County_Lead, Retail","Pop: 2,328,000, Seat: Queens",County_Aware_Scraper
Jennifer,Brown,jennifer.brown@example.com,+1 (530) 551-5016,Brown Real Estate,Flushing,Queens County,NY,US,C,Yes,"County_Lead, Real Estate","Pop: 2,328,000, Seat: Queens",County_Aware_Scraper
Jennifer,Rodriguez,jennifer.rodriguez@example.com,+1 (337) 419-4096,Rodriguez Healthcare,Jamaica,Queens County,NY,US,C,Yes,"County_Lead, Healthcare","Pop: 2,328,000, Seat: Queens",County_Aware_Scraper
Michael,Jones,michael.jones@example.com,+1 (738) 211-3317,Jones Retail,Queens,Queens County,NY,US,C,Yes,"County_Lead, Retail","Pop: 2,328,000, Seat: Queens",County_Aware_Scraper
John,Garcia,john.garcia@example.com,+1 (577) 984-3357,Garcia Real Estate,Flushing,Queens County,NY,US,C,Yes,"County_Lead, Real Estate","Pop: 2,328,000, Seat: Queens",County_Aware_Scraper
Elizabeth,Garcia,elizabeth.garcia@example.com,+1 (790) 847-8393,Garcia Real Estate,Queens,Queens County,NY,US,C,Yes,"County_Lead, Real Estate","Pop: 2,328,000, Seat: Queens",County_Aware_Scraper
William,Williams,william.williams@example.com,+1 (751) 968-9078,Williams Real Estate,Manhattan,New York County,NY,US,C,Yes,"County_Lead, Real Estate","Pop: 1,661,000, Seat: Manhattan",County_Aware_Scraper
Barbara,Williams,barbara.williams@example.com,+1 (898) 244-9307,Williams Construction,Manhattan,New York County,NY,US,C,Yes,"County_Lead, Construction","Pop: 1,661,000, Seat: Manhattan",County_Aware_Scraper
Karen,Johnson,karen.johnson@example.com,+1 (299) 354-9602,Johnson Healthcare,Manhattan,New York County,NY,US,C,Yes,"County_Lead, Healthcare","Pop: 1,661,000, Seat: Manhattan",County_Aware_Scraper
Robert,Garcia,robert.garcia@example.com,+1 (383) 135-4444,Garcia Real Estate,Manhattan,New York County,NY,US,C,Yes,"County_Lead, Real Estate","Pop: 1,661,000, Seat: Manhattan",County_Aware_Scraper
Elizabeth,Williams,elizabeth.williams@example.com,+1 (851) 941-9835,Williams Healthcare,Manhattan,New York County,NY,US,C,Yes,"County_Lead, Healthcare","Pop: 1,661,000, Seat: Manhattan",County_Aware_Scraper
John,Rodriguez,john.rodriguez@example.com,+1 (640) 188-8972,Rodriguez Healthcare,Manhattan,New York County,NY,US,C,Yes,"County_Lead, Healthcare","Pop: 1,661,000, Seat: Manhattan",County_Aware_Scraper
Richard,Martinez,richard.martinez@example.com,+1 (508) 111-6582,Martinez Hospitality,Manhattan,New York County,NY,US,C,Yes,"County_Lead, Hospitality","Pop: 1,661,000, Seat: Manhattan",County_Aware_Scraper
James,Garcia,james.garcia@example.com,+1 (453) 830-3176,Garcia Retail,Manhattan,New York County,NY,US,C,Yes,"County_Lead, Retail","Pop: 1,661,000, Seat: Manhattan",County_Aware_Scraper
Elizabeth,Brown,elizabeth.brown@example.com,+1 (406) 457-9787,Brown Professional Services,Manhattan,New York County,NY,US,C,Yes,"County_Lead, Professional Services","Pop: 1,661,000, Seat: Manhattan",County_Aware_Scraper
Michael,Davis,michael.davis@example.com,+1 (850) 221-1641,Davis Education,Manhattan,New York County,NY,US,C,Yes,"County_Lead, Education","Pop: 1,661,000, Seat: Manhattan",County_Aware_Scraper
Elizabeth,Smith,elizabeth.smith@example.com,+1 (259) 130-3562,Smith Professional Services,West Babylon,Suffolk County,NY,US,C,Yes,"County_Lead, Professional Services","Pop: 1,526,000, Seat: Riverhead",County_Aware_Scraper
Elizabeth,Williams,elizabeth.williams@example.com,+1 (696) 302-1956,Williams Finance,West Babylon,Suffolk County,NY,US,C,Yes,"County_Lead, Finance","Pop: 1,526,000, Seat: Riverhead",County_Aware_Scraper
Richard,Jones,richard.jones@example.com,+1 (775) 860-8719,Jones Finance,Huntington,Suffolk County,NY,US,C,Yes,"County_Lead, Finance","Pop: 1,526,000, Seat: Riverhead",County_Aware_Scraper
Thomas,Williams,thomas.williams@example.com,+1 (740) 387-8066,Williams Finance,West Babylon,Suffolk County,NY,US,C,Yes,"County_Lead, Finance","Pop: 1,526,000, Seat: Riverhead",County_Aware_Scraper
Richard,Smith,richard.smith@example.com,+1 (958) 635-3087,Smith Real Estate,Huntington,Suffolk County,NY,US,C,Yes,"County_Lead, Real Estate","Pop: 1,526,000, Seat: Riverhead",County_Aware_Scraper
